Updated Time,Production Power(W),Consumption Power(W),Grid Power(W),Battery Power(W),SoC(%)
2024/08/08 17:15,1111.0,857.0,23.0,-345.0,100.0
2024/08/08 17:25,1111.0,842.0,19.0,-348.0,100.0
2024/08/08 17:30,974.0,697.0,14.0,-358.0,100.0
2024/08/08 17:35,818.0,702.0,18.0,-203.0,100.0
2024/08/08 17:40,708.0,703.0,28.0,-113.0,100.0
2024/08/08 17:45,776.0,729.0,17.0,-136.0,100.0
2024/08/08 17:50,788.0,708.0,22.0,-166.0,100.0
2024/08/08 17:55,702.0,711.0,91.0,-138.0,100.0
2024/08/08 18:00,626.0,694.0,156.0,-143.0,100.0
2024/08/08 18:10,535.0,690.0,236.0,-134.0,100.0
2024/08/08 18:15,458.0,608.0,226.0,-142.0,100.0
2024/08/08 18:20,368.0,907.0,607.0,-138.0,100.0
2024/08/08 18:25,298.0,1001.0,780.0,-146.0,100.0
2024/08/08 18:30,223.0,806.0,657.0,-146.0,100.0
2024/08/08 18:35,146.0,982.0,916.0,-149.0,100.0
2024/08/08 18:40,88.0,697.0,882.0,-331.0,100.0
2024/08/08 18:45,50.0,723.0,948.0,-329.0,100.0
2024/08/08 18:55,11.0,728.0,1012.0,-325.0,100.0
2024/08/08 19:00,0.0,535.0,0.0,509.0,99.0
2024/08/08 19:05,0.0,1087.0,0.0,1085.0,98.0
2024/08/08 19:10,0.0,1094.0,0.0,1098.0,97.0
2024/08/08 19:15,0.0,589.0,0.0,589.0,96.0
2024/08/08 19:20,0.0,591.0,0.0,599.0,95.0
2024/08/08 19:25,0.0,595.0,0.0,603.0,94.0
2024/08/08 19:30,0.0,593.0,0.0,603.0,93.0
2024/08/08 19:40,0.0,668.0,0.0,677.0,92.0
2024/08/08 19:45,0.0,595.0,0.0,606.0,91.0
2024/08/08 19:50,0.0,860.0,0.0,871.0,90.0
2024/08/08 19:55,0.0,773.0,0.0,783.0,88.0
2024/08/08 20:00,0.0,702.0,2938.0,-2019.0,89.0
2024/08/08 20:05,0.0,659.0,2935.0,-2053.0,92.0
2024/08/08 20:10,0.0,642.0,2942.0,-2076.0,94.0
2024/08/08 20:20,0.0,650.0,2680.0,-1833.0,97.0
2024/08/08 20:25,0.0,659.0,1999.0,-1208.0,99.0
2024/08/08 20:30,0.0,521.0,1501.0,-879.0,100.0
2024/08/08 20:35,0.0,800.0,1583.0,-704.0,100.0
2024/08/08 20:40,0.0,739.0,1419.0,-611.0,100.0
2024/08/08 20:45,0.0,659.0,1279.0,-557.0,100.0
2024/08/08 20:50,0.0,653.0,1249.0,-531.0,100.0
2024/08/08 20:55,0.0,661.0,1241.0,-520.0,100.0
2024/08/08 21:05,0.0,1155.0,1718.0,-505.0,100.0
2024/08/08 21:10,0.0,1146.0,1698.0,-493.0,100.0
2024/08/08 21:15,0.0,874.0,1416.0,-483.0,100.0
2024/08/08 21:20,0.0,879.0,1417.0,-479.0,100.0
2024/08/08 21:25,0.0,1070.0,1608.0,-478.0,100.0
2024/08/08 21:30,0.0,1169.0,1700.0,-469.0,100.0
2024/08/08 21:35,0.0,1147.0,1676.0,-470.0,100.0
2024/08/08 21:40,0.0,1022.0,1545.0,-464.0,100.0
2024/08/08 21:50,0.0,1042.0,1562.0,-463.0,100.0
2024/08/08 21:55,0.0,910.0,1427.0,-460.0,100.0
2024/08/08 22:00,0.0,1243.0,1760.0,-459.0,100.0
2024/08/08 22:05,0.0,2417.0,2929.0,-453.0,100.0
2024/08/08 22:10,0.0,3041.0,3549.0,-453.0,100.0
2024/08/08 22:15,0.0,2237.0,2743.0,-452.0,100.0
2024/08/08 22:20,0.0,1993.0,2503.0,-453.0,100.0
2024/08/08 22:25,0.0,1711.0,2225.0,-456.0,100.0
2024/08/08 22:35,0.0,1468.0,1985.0,-457.0,100.0
2024/08/08 22:40,0.0,1449.0,1958.0,-449.0,100.0
2024/08/08 22:45,0.0,1582.0,2090.0,-450.0,100.0
2024/08/08 22:50,0.0,1770.0,2281.0,-453.0,100.0
2024/08/08 22:55,0.0,1742.0,1953.0,-188.0,100.0
2024/08/08 23:00,0.0,1754.0,1961.0,-185.0,100.0
2024/08/08 23:05,0.0,1726.0,1935.0,-186.0,100.0
2024/08/08 23:10,0.0,1720.0,1932.0,-188.0,100.0
2024/08/08 23:20,0.0,1717.0,1933.0,-190.0,100.0
2024/08/08 23:25,0.0,1558.0,1770.0,-189.0,100.0
2024/08/08 23:30,0.0,1568.0,1779.0,-187.0,100.0
2024/08/08 23:35,0.0,1581.0,1790.0,-185.0,100.0
2024/08/08 23:40,0.0,1575.0,1780.0,-184.0,100.0
2024/08/08 23:45,0.0,1535.0,0.0,1542.0,99.0
2024/08/08 23:50,0.0,1538.0,0.0,1547.0,97.0
2024/08/08 23:55,0.0,1521.0,0.0,1530.0,95.0
2024/08/09 00:05,0.0,786.0,0.0,796.0,94.0
2024/08/09 00:10,0.0,786.0,0.0,798.0,93.0
2024/08/09 00:15,0.0,785.0,0.0,796.0,92.0
2024/08/09 00:20,0.0,999.0,0.0,1006.0,91.0
2024/08/09 00:25,0.0,966.0,0.0,976.0,89.0
2024/08/09 00:30,0.0,961.0,0.0,972.0,88.0
2024/08/09 00:35,0.0,965.0,0.0,976.0,86.0
2024/08/09 00:40,0.0,964.0,0.0,972.0,85.0
2024/08/09 00:50,0.0,926.0,3151.0,-2009.0,85.0
2024/08/09 00:55,0.0,1994.0,4245.0,-2034.0,88.0
2024/08/09 01:00,0.0,1728.0,4020.0,-2069.0,91.0
2024/08/09 01:05,0.0,1503.0,3801.0,-2076.0,93.0
2024/08/09 01:10,0.0,1441.0,3557.0,-1912.0,96.0
2024/08/09 01:15,0.0,1457.0,2931.0,-1331.0,99.0
2024/08/09 01:20,0.0,1482.0,2578.0,-986.0,100.0
2024/08/09 01:25,0.0,1494.0,2360.0,-778.0,100.0
2024/08/09 01:35,0.0,1494.0,2229.0,-659.0,100.0
2024/08/09 01:40,0.0,1502.0,2173.0,-600.0,100.0
2024/08/09 01:45,0.0,1498.0,2125.0,-558.0,100.0
2024/08/09 01:50,0.0,1483.0,2093.0,-537.0,100.0
2024/08/09 01:55,0.0,1681.0,2267.0,-520.0,100.0
2024/08/09 02:00,0.0,1661.0,2234.0,-508.0,100.0
2024/08/09 02:05,0.0,1643.0,2210.0,-504.0,100.0
2024/08/09 02:10,0.0,1636.0,2188.0,-492.0,100.0
2024/08/09 02:20,0.0,1646.0,2193.0,-488.0,100.0
2024/08/09 02:25,0.0,1638.0,2179.0,-484.0,100.0
2024/08/09 02:30,0.0,1494.0,2031.0,-477.0,100.0
2024/08/09 02:35,0.0,1484.0,2021.0,-477.0,100.0
2024/08/09 02:40,0.0,1486.0,2018.0,-473.0,100.0
2024/08/09 02:45,0.0,1495.0,2024.0,-468.0,100.0
2024/08/09 02:50,0.0,1483.0,2007.0,-467.0,100.0
2024/08/09 02:55,0.0,1331.0,1854.0,-464.0,100.0
2024/08/09 03:05,0.0,1328.0,1850.0,-463.0,100.0
2024/08/09 03:10,0.0,1776.0,2296.0,-464.0,100.0
2024/08/09 03:15,0.0,1332.0,1845.0,-457.0,100.0
2024/08/09 03:20,0.0,1330.0,1848.0,-461.0,100.0
2024/08/09 03:25,0.0,1518.0,2038.0,-461.0,100.0
2024/08/09 03:30,0.0,1491.0,2010.0,-458.0,100.0
2024/08/09 03:35,0.0,1496.0,2013.0,-460.0,100.0
2024/08/09 03:45,0.0,1501.0,2016.0,-457.0,100.0
2024/08/09 03:50,0.0,1540.0,1750.0,-184.0,100.0
2024/08/09 03:55,0.0,1393.0,1609.0,-194.0,100.0
2024/08/09 04:00,0.0,1364.0,1576.0,-190.0,100.0
2024/08/09 04:05,0.0,1347.0,1561.0,-194.0,100.0
2024/08/09 04:10,0.0,1338.0,1548.0,-189.0,100.0
2024/08/09 04:15,0.0,1354.0,1568.0,-192.0,100.0
2024/08/09 04:20,0.0,1368.0,1577.0,-187.0,100.0
2024/08/09 04:30,0.0,1370.0,1583.0,-189.0,100.0
2024/08/09 04:35,0.0,1267.0,1482.0,-191.0,100.0
2024/08/09 04:40,0.0,1265.0,1479.0,-189.0,100.0
2024/08/09 04:45,0.0,1265.0,1475.0,-186.0,100.0
2024/08/09 04:50,0.0,1268.0,1475.0,-186.0,100.0
2024/08/09 04:55,0.0,1430.0,1636.0,-184.0,100.0
2024/08/09 05:00,0.0,1510.0,1718.0,-186.0,100.0
2024/08/09 05:05,0.0,1506.0,1716.0,-186.0,100.0
2024/08/09 05:15,0.0,1513.0,1721.0,-185.0,100.0
2024/08/09 05:20,0.0,1501.0,1705.0,-181.0,100.0
2024/08/09 05:25,0.0,1347.0,1550.0,-185.0,100.0
2024/08/09 05:30,0.0,1354.0,1559.0,-184.0,100.0
2024/08/09 05:35,0.0,1340.0,1554.0,-192.0,100.0
2024/08/09 05:40,0.0,1424.0,1632.0,-185.0,100.0
2024/08/09 05:45,0.0,1453.0,1652.0,-183.0,100.0
2024/08/09 05:50,0.0,1421.0,1600.0,-170.0,100.0
2024/08/09 06:00,0.0,1433.0,1602.0,-161.0,100.0
2024/08/09 06:05,0.0,719.0,844.0,-142.0,100.0
2024/08/09 06:10,22.0,711.0,764.0,-129.0,100.0
2024/08/09 06:15,59.0,708.0,727.0,-130.0,100.0
2024/08/09 06:20,94.0,889.0,864.0,-133.0,100.0
2024/08/09 06:25,139.0,889.0,829.0,-139.0,100.0
2024/08/09 06:30,178.0,878.0,765.0,-133.0,100.0
2024/08/09 06:35,223.0,876.0,721.0,-141.0,100.0
2024/08/09 06:45,291.0,869.0,649.0,-138.0,100.0
2024/08/09 06:50,354.0,662.0,0.0,245.0,99.0
2024/08/09 06:55,458.0,660.0,0.0,143.0,99.0
2024/08/09 07:00,508.0,672.0,0.0,100.0,100.0
2024/08/09 07:05,605.0,661.0,0.0,-11.0,100.0
2024/08/09 07:10,716.0,847.0,0.0,70.0,100.0
2024/08/09 07:15,810.0,847.0,0.0,-24.0,100.0
2024/08/09 07:20,926.0,806.0,0.0,-173.0,100.0
2024/08/09 07:30,936.0,804.0,0.0,-189.0,100.0
2024/08/09 07:35,928.0,804.0,0.0,-183.0,100.0
2024/08/09 07:40,912.0,787.0,0.0,-181.0,100.0
2024/08/09 07:45,1078.0,955.0,0.0,-180.0,100.0
2024/08/09 07:50,999.0,978.0,12.0,-100.0,100.0
2024/08/09 07:55,982.0,975.0,21.0,-95.0,100.0
2024/08/09 08:00,1031.0,1015.0,25.0,-106.0,100.0
2024/08/09 08:05,1066.0,1003.0,21.0,-153.0,100.0
2024/08/09 08:15,1120.0,1049.0,15.0,-159.0,100.0
2024/08/09 08:20,882.0,832.0,17.0,-133.0,100.0
2024/08/09 08:25,917.0,842.0,15.0,-155.0,100.0
2024/08/09 08:30,822.0,879.0,41.0,-55.0,100.0
2024/08/09 08:35,1116.0,1063.0,24.0,-142.0,100.0
2024/08/09 08:40,1116.0,1047.0,22.0,-154.0,100.0
2024/08/09 08:45,758.0,735.0,23.0,-119.0,100.0
2024/08/09 08:50,798.0,740.0,14.0,-144.0,100.0
2024/08/09 09:00,727.0,655.0,21.0,-162.0,100.0
2024/08/09 09:05,710.0,683.0,29.0,-131.0,100.0
2024/08/09 09:10,736.0,702.0,12.0,-111.0,100.0
2024/08/09 09:15,2195.0,2219.0,28.0,-59.0,100.0
2024/08/09 09:20,2186.0,2184.0,32.0,-88.0,100.0
2024/08/09 09:25,2250.0,2202.0,27.0,-121.0,100.0
2024/08/09 09:30,2181.0,2174.0,16.0,-65.0,100.0
2024/08/09 09:35,2201.0,2154.0,0.0,-96.0,100.0
2024/08/09 09:45,2217.0,2146.0,18.0,-121.0,100.0
2024/08/09 09:50,1958.0,1975.0,0.0,-25.0,100.0
2024/08/09 09:55,1988.0,1940.0,29.0,-121.0,100.0
2024/08/09 10:00,1878.0,1851.0,33.0,-103.0,100.0
2024/08/09 10:05,1847.0,1783.0,20.0,-136.0,100.0
2024/08/09 10:10,2009.0,1963.0,38.0,-136.0,100.0
2024/08/09 10:15,2016.0,1958.0,10.0,-115.0,100.0
2024/08/09 10:20,2020.0,1956.0,25.0,-132.0,100.0
2024/08/09 10:30,1891.0,1964.0,58.0,-30.0,100.0
2024/08/09 10:35,2004.0,1969.0,36.0,-117.0,100.0
2024/08/09 10:40,1993.0,1938.0,0.0,-100.0,100.0
2024/08/09 10:45,2148.0,2105.0,28.0,-126.0,100.0
2024/08/09 10:50,783.0,753.0,27.0,-127.0,100.0
2024/08/09 10:55,925.0,877.0,18.0,-120.0,100.0
2024/08/09 11:00,960.0,894.0,16.0,-135.0,100.0
2024/08/09 11:05,932.0,877.0,27.0,-139.0,100.0
2024/08/09 11:15,697.0,764.0,11.0,-17.0,100.0
2024/08/09 11:20,829.0,754.0,11.0,-141.0,100.0
2024/08/09 11:25,2250.0,1942.0,22.0,-362.0,100.0
2024/08/09 11:30,2554.0,2262.0,16.0,-340.0,100.0
2024/08/09 11:35,2660.0,2309.0,-32.0,-344.0,100.0
2024/08/09 11:40,2546.0,2293.0,20.0,-304.0,100.0
2024/08/09 11:45,2288.0,2229.0,43.0,-147.0,100.0
2024/08/09 11:50,2268.0,2180.0,0.0,-139.0,100.0
2024/08/09 12:00,2274.0,2213.0,33.0,-148.0,100.0
2024/08/09 12:05,2214.0,2054.0,0.0,-189.0,100.0
2024/08/09 12:10,1146.0,1023.0,0.0,-191.0,100.0
2024/08/09 12:15,1675.0,1095.0,0.0,-619.0,100.0
2024/08/09 12:20,2747.0,1081.0,0.0,-1672.0,100.0
2024/08/09 12:25,2663.0,1045.0,0.0,-1620.0,100.0
2024/08/09 12:30,2770.0,1076.0,0.0,-1687.0,100.0
2024/08/09 12:35,3908.0,2407.0,0.0,-1467.0,100.0
2024/08/09 12:45,5080.0,2659.0,0.0,-2343.0,100.0
2024/08/09 12:50,4832.0,2428.0,0.0,-2314.0,100.0
2024/08/09 12:55,1984.0,1993.0,0.0,-15.0,100.0
2024/08/09 13:00,4287.0,1939.0,0.0,-2290.0,100.0
2024/08/09 13:05,2919.0,1912.0,18.0,-1016.0,100.0
2024/08/09 13:10,2572.0,2019.0,25.0,-592.0,100.0
2024/08/09 13:15,2474.0,1965.0,15.0,-528.0,100.0
2024/08/09 13:20,2504.0,2063.0,16.0,-456.0,100.0
2024/08/09 13:30,2536.0,2044.0,18.0,-504.0,100.0
2024/08/09 13:35,1977.0,1985.0,461.0,-457.0,100.0
2024/08/09 13:40,2204.0,1967.0,208.0,-453.0,100.0
2024/08/09 13:45,2170.0,2122.0,351.0,-433.0,100.0
2024/08/09 13:50,2770.0,2302.0,0.0,-484.0,100.0
2024/08/09 13:55,2038.0,1619.0,43.0,-480.0,100.0
2024/08/09 14:00,1820.0,1387.0,18.0,-480.0,100.0
2024/08/09 14:10,1788.0,1362.0,23.0,-485.0,100.0
2024/08/09 14:15,1610.0,1187.0,12.0,-468.0,100.0
2024/08/09 14:20,1403.0,981.0,15.0,-493.0,100.0
2024/08/09 14:25,1368.0,963.0,23.0,-486.0,100.0
2024/08/09 14:30,1368.0,957.0,15.0,-489.0,100.0
2024/08/09 14:35,1375.0,968.0,24.0,-488.0,100.0
2024/08/09 14:40,1365.0,958.0,26.0,-490.0,100.0
2024/08/09 14:45,1191.0,786.0,16.0,-479.0,100.0
2024/08/09 14:55,1504.0,1091.0,24.0,-489.0,100.0
2024/08/09 15:00,1479.0,1071.0,22.0,-490.0,100.0
2024/08/09 15:05,1671.0,1250.0,21.0,-493.0,100.0
2024/08/09 15:10,3096.0,2864.0,174.0,-437.0,100.0
2024/08/09 15:15,3629.0,3128.0,0.0,-508.0,100.0
2024/08/09 15:20,1311.0,1190.0,47.0,-223.0,100.0
2024/08/09 15:25,1041.0,932.0,16.0,-183.0,100.0
2024/08/09 15:30,1249.0,1189.0,25.0,-155.0,100.0
2024/08/09 15:40,1260.0,1194.0,29.0,-162.0,100.0
2024/08/09 15:45,1468.0,1362.0,24.0,-188.0,100.0
2024/08/09 15:50,786.0,705.0,13.0,-162.0,100.0
2024/08/09 15:55,962.0,883.0,15.0,-163.0,100.0
2024/08/09 16:00,1070.0,897.0,24.0,-265.0,100.0
2024/08/09 16:05,998.0,888.0,34.0,-213.0,100.0
2024/08/09 16:10,1002.0,1296.0,599.0,-349.0,100.0
2024/08/09 16:15,2084.0,2202.0,431.0,-352.0,100.0
2024/08/09 16:25,1159.0,871.0,16.0,-367.0,100.0
2024/08/09 16:30,943.0,671.0,33.0,-369.0,100.0
2024/08/09 16:35,996.0,701.0,15.0,-368.0,100.0
2024/08/09 16:40,981.0,695.0,23.0,-373.0,100.0
2024/08/09 16:45,1176.0,879.0,16.0,-372.0,100.0
2024/08/09 16:50,1108.0,830.0,27.0,-364.0,100.0
2024/08/09 16:55,1401.0,1112.0,24.0,-370.0,100.0
2024/08/09 17:00,1411.0,1122.0,25.0,-370.0,100.0
2024/08/09 17:10,1390.0,1101.0,20.0,-366.0,100.0
2024/08/09 17:15,1402.0,1111.0,18.0,-372.0,100.0
2024/08/09 17:20,1231.0,944.0,27.0,-375.0,100.0
2024/08/09 17:25,1211.0,931.0,25.0,-365.0,100.0
2024/08/09 17:30,1015.0,917.0,14.0,-170.0,100.0
2024/08/09 17:35,964.0,884.0,24.0,-159.0,100.0
2024/08/09 17:40,932.0,881.0,32.0,-142.0,100.0
2024/08/09 17:45,698.0,613.0,17.0,-162.0,100.0
2024/08/09 17:55,698.0,610.0,23.0,-163.0,100.0
2024/08/09 18:00,499.0,695.0,288.0,-145.0,100.0
2024/08/09 18:05,345.0,963.0,709.0,-149.0,100.0
2024/08/09 18:10,249.0,988.0,830.0,-152.0,100.0
2024/08/09 18:15,183.0,1180.0,1082.0,-155.0,100.0
2024/08/09 18:20,143.0,1164.0,1116.0,-161.0,100.0
2024/08/09 18:25,141.0,1694.0,1644.0,-155.0,100.0
2024/08/09 18:30,94.0,1169.0,1169.0,-155.0,100.0
2024/08/09 18:40,66.0,1158.0,1188.0,-154.0,100.0
2024/08/09 18:45,32.0,1722.0,1790.0,-164.0,100.0
2024/08/09 18:50,4.0,1035.0,0.0,1010.0,99.0
2024/08/09 18:55,0.0,892.0,0.0,887.0,98.0
2024/08/09 19:00,0.0,911.0,0.0,908.0,97.0
2024/08/09 19:05,0.0,601.0,0.0,603.0,95.0
2024/08/09 19:10,0.0,738.0,0.0,742.0,94.0
2024/08/09 19:15,0.0,751.0,0.0,757.0,93.0
2024/08/09 19:25,0.0,733.0,0.0,740.0,92.0
2024/08/09 19:30,0.0,734.0,0.0,741.0,91.0
2024/08/09 19:35,0.0,740.0,0.0,748.0,90.0
2024/08/09 19:40,0.0,739.0,0.0,747.0,89.0
2024/08/09 19:45,0.0,894.0,3116.0,-2012.0,88.0
2024/08/09 19:50,0.0,875.0,3132.0,-2044.0,91.0
2024/08/09 19:55,0.0,860.0,3166.0,-2091.0,94.0
2024/08/09 20:00,0.0,964.0,3194.0,-2025.0,97.0
2024/08/09 20:10,0.0,885.0,2295.0,-1280.0,99.0
2024/08/09 20:15,0.0,899.0,1912.0,-915.0,100.0
2024/08/09 20:20,0.0,749.0,1549.0,-722.0,100.0
2024/08/09 20:25,0.0,756.0,1452.0,-628.0,100.0
2024/08/09 20:30,0.0,747.0,1396.0,-584.0,100.0
2024/08/09 20:35,0.0,757.0,1369.0,-553.0,100.0
2024/08/09 20:40,0.0,672.0,1275.0,-541.0,100.0
2024/08/09 20:45,0.0,655.0,1239.0,-524.0,100.0
2024/08/09 20:55,0.0,720.0,1292.0,-515.0,100.0
2024/08/09 21:00,0.0,726.0,1290.0,-507.0,100.0
2024/08/09 21:05,0.0,722.0,1284.0,-504.0,100.0
2024/08/09 21:10,0.0,715.0,1270.0,-495.0,100.0
2024/08/09 21:15,0.0,812.0,1360.0,-491.0,100.0
2024/08/09 21:20,0.0,799.0,1345.0,-490.0,100.0
2024/08/09 21:25,0.0,788.0,1327.0,-486.0,100.0
2024/08/09 21:30,0.0,802.0,1336.0,-484.0,100.0
2024/08/09 21:40,0.0,951.0,1487.0,-481.0,100.0
2024/08/09 21:45,0.0,962.0,1497.0,-477.0,100.0
2024/08/09 21:50,0.0,823.0,1352.0,-476.0,100.0
2024/08/09 21:55,0.0,658.0,1192.0,-480.0,100.0
2024/08/09 22:00,0.0,732.0,1266.0,-479.0,100.0
2024/08/09 22:05,0.0,1936.0,2465.0,-478.0,100.0
2024/08/09 22:10,0.0,2386.0,2916.0,-474.0,100.0
2024/08/09 22:15,0.0,2188.0,2714.0,-474.0,100.0
2024/08/09 22:25,0.0,2104.0,2632.0,-473.0,100.0
2024/08/09 22:30,0.0,1936.0,2465.0,-476.0,100.0
2024/08/09 22:35,0.0,1673.0,2200.0,-469.0,100.0
2024/08/09 22:40,0.0,1962.0,2193.0,-210.0,100.0
2024/08/09 22:45,0.0,1868.0,2098.0,-209.0,100.0
2024/08/09 22:50,0.0,1771.0,3597.0,-1656.0,99.0
2024/08/09 22:55,0.0,1813.0,2384.0,-511.0,100.0
2024/08/09 23:05,0.0,1804.0,2351.0,-489.0,100.0
2024/08/09 23:10,0.0,1810.0,2354.0,-487.0,100.0
2024/08/09 23:15,0.0,1666.0,2198.0,-476.0,100.0
2024/08/09 23:20,0.0,1620.0,2155.0,-474.0,100.0
2024/08/09 23:25,0.0,1660.0,2013.0,-319.0,100.0
2024/08/09 23:30,0.0,1499.0,2025.0,-468.0,100.0
2024/08/09 23:35,0.0,1495.0,2019.0,-469.0,100.0
2024/08/09 23:40,0.0,1559.0,2079.0,-466.0,100.0
2024/08/09 23:50,0.0,1563.0,0.0,1570.0,99.0
2024/08/09 23:55,0.0,1518.0,0.0,1527.0,97.0
2024/08/10 00:00,0.0,844.0,0.0,852.0,95.0
2024/08/10 00:05,0.0,885.0,0.0,892.0,94.0
2024/08/10 00:10,0.0,848.0,0.0,855.0,93.0
2024/08/10 00:15,0.0,1035.0,0.0,1040.0,91.0
2024/08/10 00:20,0.0,1027.0,0.0,1030.0,90.0
2024/08/10 00:25,0.0,1022.0,0.0,1027.0,88.0
2024/08/10 00:30,0.0,1357.0,0.0,1364.0,87.0
2024/08/10 00:40,0.0,1354.0,0.0,1361.0,85.0
2024/08/10 00:45,0.0,838.0,0.0,846.0,83.0
2024/08/10 00:50,0.0,835.0,0.0,844.0,82.0
2024/08/10 00:55,0.0,505.0,0.0,515.0,81.0
2024/08/10 01:00,0.0,504.0,0.0,515.0,81.0
2024/08/10 01:05,0.0,560.0,0.0,569.0,80.0
2024/08/10 01:10,0.0,559.0,0.0,571.0,79.0
2024/08/10 01:15,0.0,561.0,0.0,571.0,78.0
2024/08/10 01:25,0.0,551.0,2768.0,-2006.0,79.0
2024/08/10 01:30,0.0,1677.0,3920.0,-2030.0,82.0
2024/08/10 01:35,0.0,586.0,2847.0,-2051.0,84.0
2024/08/10 01:40,0.0,1869.0,4170.0,-2085.0,87.0
2024/08/10 01:45,0.0,2140.0,4438.0,-2084.0,90.0
2024/08/10 01:50,0.0,1844.0,4174.0,-2112.0,93.0
2024/08/10 01:55,0.0,1636.0,3786.0,-1953.0,96.0
2024/08/10 02:05,0.0,1627.0,3349.0,-1565.0,98.0
2024/08/10 02:10,0.0,1631.0,3029.0,-1268.0,100.0
2024/08/10 02:15,0.0,1648.0,2790.0,-1036.0,100.0
2024/08/10 02:20,0.0,1480.0,2438.0,-866.0,100.0
2024/08/10 02:25,0.0,1477.0,2303.0,-750.0,100.0
2024/08/10 02:30,0.0,1488.0,2236.0,-677.0,100.0
2024/08/10 02:35,0.0,1512.0,2208.0,-628.0,100.0
2024/08/10 02:40,0.0,1501.0,2162.0,-596.0,100.0
2024/08/10 02:50,0.0,1545.0,2186.0,-576.0,100.0
2024/08/10 02:55,0.0,1519.0,2145.0,-561.0,100.0
2024/08/10 03:00,0.0,1512.0,2121.0,-545.0,100.0
2024/08/10 03:05,0.0,1476.0,2071.0,-534.0,100.0
2024/08/10 03:10,0.0,1480.0,2070.0,-531.0,100.0
2024/08/10 03:15,0.0,1670.0,2253.0,-525.0,100.0
2024/08/10 03:20,0.0,1656.0,2232.0,-517.0,100.0
2024/08/10 03:25,0.0,1655.0,2223.0,-510.0,100.0
2024/08/10 03:35,0.0,1649.0,2212.0,-507.0,100.0
2024/08/10 03:40,0.0,1650.0,2214.0,-504.0,100.0
2024/08/10 03:45,0.0,1666.0,2218.0,-497.0,100.0
2024/08/10 03:50,0.0,1499.0,2057.0,-498.0,100.0
2024/08/10 03:55,0.0,1685.0,2239.0,-494.0,100.0
2024/08/10 04:00,0.0,2089.0,2641.0,-494.0,100.0
2024/08/10 04:05,0.0,1670.0,2216.0,-490.0,100.0
2024/08/10 04:10,0.0,1650.0,2199.0,-490.0,100.0
2024/08/10 04:20,0.0,1644.0,2190.0,-488.0,100.0
2024/08/10 04:25,0.0,1655.0,2201.0,-490.0,100.0
2024/08/10 04:30,0.0,1580.0,2126.0,-488.0,100.0
2024/08/10 04:35,0.0,1585.0,2131.0,-485.0,100.0
2024/08/10 04:40,0.0,1593.0,2137.0,-485.0,100.0
2024/08/10 04:45,0.0,1815.0,2352.0,-481.0,100.0
2024/08/10 04:50,0.0,1871.0,2405.0,-478.0,100.0
2024/08/10 04:55,0.0,1882.0,2112.0,-207.0,100.0
2024/08/10 05:05,0.0,1869.0,2102.0,-211.0,100.0
2024/08/10 05:10,0.0,1846.0,2078.0,-211.0,100.0
2024/08/10 05:15,0.0,1905.0,2139.0,-212.0,100.0
2024/08/10 05:20,0.0,1749.0,1980.0,-210.0,100.0
2024/08/10 05:25,0.0,1767.0,1998.0,-209.0,100.0
2024/08/10 05:30,0.0,1774.0,2002.0,-207.0,100.0
2024/08/10 05:35,0.0,1774.0,2004.0,-211.0,100.0
2024/08/10 05:40,0.0,1772.0,2006.0,-212.0,100.0
2024/08/10 05:50,0.0,1792.0,2018.0,-210.0,100.0
2024/08/10 05:55,0.0,1784.0,2003.0,-203.0,100.0
2024/08/10 06:00,0.0,1794.0,1990.0,-194.0,100.0
2024/08/10 06:05,1.0,1760.0,1906.0,-175.0,100.0
2024/08/10 06:10,14.0,1787.0,1879.0,-163.0,100.0
2024/08/10 06:15,58.0,2009.0,2068.0,-176.0,100.0
2024/08/10 06:20,100.0,1967.0,1977.0,-170.0,100.0
2024/08/10 06:30,159.0,1946.0,1884.0,-165.0,100.0
2024/08/10 06:35,219.0,1916.0,1800.0,-167.0,100.0
2024/08/10 06:40,275.0,1918.0,1732.0,-162.0,100.0
2024/08/10 06:45,340.0,1768.0,1518.0,-162.0,100.0
2024/08/10 06:50,411.0,1698.0,0.0,1206.0,98.0
2024/08/10 06:55,497.0,1699.0,0.0,1129.0,96.0
2024/08/10 07:00,587.0,901.0,0.0,242.0,95.0
2024/08/10 07:05,677.0,917.0,0.0,168.0,95.0
2024/08/10 07:15,755.0,913.0,0.0,101.0,95.0
2024/08/10 07:20,886.0,923.0,0.0,-30.0,95.0
2024/08/10 07:25,1019.0,926.0,0.0,-147.0,100.0
2024/08/10 07:30,753.0,916.0,0.0,109.0,100.0
2024/08/10 07:35,837.0,915.0,0.0,16.0,100.0
2024/08/10 07:40,1454.0,1115.0,0.0,-384.0,100.0
2024/08/10 07:45,1286.0,1116.0,0.0,-219.0,100.0
2024/08/10 07:50,942.0,1257.0,763.0,-492.0,100.0
2024/08/10 08:00,1323.0,1274.0,394.0,-481.0,100.0
2024/08/10 08:05,1154.0,1234.0,514.0,-475.0,100.0
2024/08/10 08:10,1699.0,1261.0,23.0,-516.0,100.0
2024/08/10 08:15,1371.0,1032.0,94.0,-467.0,100.0
2024/08/10 08:20,1433.0,1032.0,20.0,-457.0,100.0
2024/08/10 08:25,1266.0,1153.0,291.0,-455.0,100.0
2024/08/10 08:30,1655.0,1216.0,21.0,-511.0,100.0
